category,product name,location,price,overall rating,number sold,total review,customer review,sentiment,region,salary
camera,Filter ND ND2-ND400 ND 2-400 58mm FOTGA Slim Fader Variable Adjustable,jakarta pusat,145000,4.9,94,58,"deskripsi diameter depan filter keliru, sehingga ketika saya pasangkan lenshood ataupun lenscap gak cocok",0,dki jakarta,5396760.0
camera,"X9 MINI HD KAMERA DIGITAL ANAK 12 MP | CHILDREN FUN CAMERA - X9 Biasa, Rabbit Blue",jakarta utara,150000,4.9,423,205,LCD kamera lepas dari posisinya. semoga lebih teliti dalam memelih barang sebelum dikirim atau dicek,0,dki jakarta,5396760.0
camera,COSTA CM-D1 Microphone Clip On 3.5mm Lavalier Mic Smartphone Camera PC,tangerang,176000,4.7,202,96,"sebenernya kualitasnya oke sih, tp nggak bisa masuk ke kamera yg biasanya pake phantom power.",0,banten,2905119.0
camera,COSTA CM-D1 Microphone Clip On 3.5mm Lavalier Mic Smartphone Camera PC,tangerang,176000,4.7,202,96,"Barang sampai dengan selamat, mic berfungsi tapi emang kualitasnya tidak sampai bisa meredam suara di sekitar",0,banten,2905119.0
camera,MAMEN MIC-07 Pro Mini Shotgun Mic Microphone for Camera & Smartphone - - Hitam,jakarta pusat,640000,4.8,298,164,"Respon seller bagus tapi produknya tidak, suaranya kecil masih kalah dengan mic hp internal. Harga sangat tidak sesuai dengan kualitas",0,dki jakarta,5396760.0
camera,Tripod Takara Eco 193A Hp Dslr Slr Mirrorless Mirorrless Gopro Kamera,tangerang,195000,4.8,806,382,"Ga dipacking dikirim pke boxnya gitu aja.. ?? benyek parah, isinya ky barang bekas jg.. bnyk bgt baretnya sama ada noda apaan gitu kaya gel2 jorok bgt..",0,banten,2905119.0
camera,Tripod Takara Eco 193A Hp Dslr Slr Mirrorless Mirorrless Gopro Kamera,tangerang,195000,4.8,806,382,"Barang tiba terlepas beberapa bagian, ada jg bagian yg hilang. Entah dari toko atau dari jasa pengiriman yg krg baik",0,banten,2905119.0
camera,Tripod Takara Eco 193A Hp Dslr Slr Mirrorless Mirorrless Gopro Kamera,tangerang,195000,4.8,806,382,"untuk produk untung datang nya bagus,untuk pengemasan buruk banget,bsa di bilang nggak layak,dan agak penyok kotak nya,kayak bekas pakai",0,banten,2905119.0
camera,Tripod Takara Eco 193A Hp Dslr Slr Mirrorless Mirorrless Gopro Kamera,tangerang,195000,4.8,806,382,"Barang bagus, pengiriman cepat, sayang packaging seada-adanya. pesanan untuk menambahkan bubble wrap juga tidak diindahkan. respon juga tidak bagus.",0,banten,2905119.0
camera,Adapter TRRS to TRS 4 Pin to 3 Pin 3.5mm Converter Mic Camera DSLR,depok,24500,4.9,769,307,tidak berfungsi. mau retur tapi berat di ongkir. mungkin kedepannya boleh di test terlebih dahulu sebelum kirim,0,jawa barat,2191232.0
camera,Tripod Mini - Tripod Mini Simple - Tripod Mini - Tripod Free Holder - Hitam,jakarta utara,25000,4.6,8134,951,"sangat kecewa, pengiriman lama banget, barang nya juga rusak dan penyok, jangan tergiur sama harga murah ya teman-teman",0,dki jakarta,5396760.0
camera,Tripod Mini - Tripod Mini Simple - Tripod Mini - Tripod Free Holder - Hitam,jakarta utara,25000,4.6,8134,951,"Lemah tidak kuat berdiri,apalagi utk posisi menunduk sedikit saja sudah mau jatuh,tidak kuat menahan berat hp",0,dki jakarta,5396760.0
camera,Tripod Mini - Tripod Mini Simple - Tripod Mini - Tripod Free Holder - Hitam,jakarta utara,25000,4.6,8134,951,"Sesuai harganya, build quality nya kurang bagus. Material bodi nya dari plastik, jadinya kurang kuat nahan beban hp yg agak besar, kadang bisa jatuh tripod nya kalau hp nya di posisi nunduk. Setelah 2 tahun pemakaian, batang mount nya patah. Note: di foto saya pasangin tripod nya dgn holder merek lain, holder bawaannya kurang bagus.",0,dki jakarta,5396760.0
camera,Tripod Mini - Tripod Mini Simple - Tripod Mini - Tripod Free Holder - Hitam,jakarta utara,25000,4.6,8134,951,kualitasnya mengecewakan..blm dipake sudah rusak bola joinnya..,0,dki jakarta,5396760.0
camera,Tripod Mini - Tripod Mini Simple - Tripod Mini - Tripod Free Holder - Hitam,jakarta utara,25000,4.6,8134,951,Sering goyang katanya sih bahan nya dari aluminium ternyata plastik kecewa saya beli tripod ini,0,dki jakarta,5396760.0
camera,Tripod Mini - Tripod Mini Simple - Tripod Mini - Tripod Free Holder - Hitam,jakarta utara,25000,4.6,8134,951,"barang jelek, belom d pake udah pada patah",0,dki jakarta,5396760.0
beauty,IKAT RAMBUT KOREA TOWEL RING SET ISI 40 PCS - All black,jakarta barat,7800,4.9,2221,614,"sebenernya barangnya ok. tapi pengirimannya lama banget, pesan tgl 9 masa sampainya tgl 17 ????????",0,dki jakarta,5396760.0
beauty,IKAT RAMBUT KOREA TOWEL RING SET ISI 40 PCS - All black,jakarta barat,7800,4.9,2221,614,"jumlahnya pas 40 pcs, buat ngiket rambut juga pas ga kekencengan cuma ya kalo boleh saran tambahin bubble wrap biar lebih safety, pouch nya kegunting jadinya :( pengemasan juga agak lama",0,dki jakarta,5396760.0
beauty,IKAT RAMBUT KOREA TOWEL RING SET ISI 40 PCS - All black,jakarta barat,7800,4.9,2221,614,barang yg sampai tidak sesuai pesanan,0,dki jakarta,5396760.0
beauty,IKAT RAMBUT KOREA TOWEL RING SET ISI 40 PCS - All black,jakarta barat,7800,4.9,2221,614,mengecewakan!!!,0,dki jakarta,5396760.0
beauty,IKAT RAMBUT KOREA TOWEL RING SET ISI 40 PCS - All black,jakarta barat,7800,4.9,2221,614,barang tidak d kirim komplain tidak d respon,0,dki jakarta,5396760.0
beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 21,jakarta barat,25000,4.9,5043,1554,proses & pengirimannya cepat. warna sesuai pesanan hitam doff. tapi kenapa doffnya ada yg bocel� ? jd nga sesuai ekspektasi deh ??,0,dki jakarta,5396760.0
beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 22,jakarta barat,25000,4.9,5043,1554,Chat saya di read tapi tidak dibalas... krn foto paket jedai dengan barang yg datang tidak sama.... kecewa... tidak ada pertanggung jawaban setidaknya balas chat itu etikat yang baik ????,0,dki jakarta,5396760.0
beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 23,jakarta barat,25000,4.9,5043,1554,minta warna hitam doff malah dikirim warna warni semua..tanpa konfirmasi,0,dki jakarta,5396760.0
beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 24,jakarta barat,25000,4.9,5043,1554,"bahannya plastik semua,ga seperti yang lain yang agak melamin dan berkilau",0,dki jakarta,5396760.0
beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 25,jakarta barat,25000,4.9,5043,1554,"Saya pesan 2 paket, yg 1 paket tidak sesuai pesanan",0,dki jakarta,5396760.0
beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 26,jakarta barat,25000,4.9,5043,1554,"barang tidak sesuai yang dipesan. Pesan yang aneka warna,ternyata yang datang hitam smua",0,dki jakarta,5396760.0
beauty,FOCALLURE Makeup sponge makeup tools soft and professional FA93 - Waterdrop,jakarta barat,52000,4.9,3040,1233,baru sekali pake pas dicuci robek ??,0,dki jakarta,5396760.0
beauty,FOCALLURE Makeup sponge makeup tools soft and professional FA93 - Waterdrop,jakarta barat,52000,4.9,3040,1233,pesanan diproses sangat lama,0,dki jakarta,5396760.0
beauty,FOCALLURE Makeup sponge makeup tools soft and professional FA93 - Waterdrop,jakarta barat,52000,4.9,3040,1233,seharusnya cute...tapi sayangnya....ada noda noda kuning di beauty blendernya....,0,dki jakarta,5396760.0
beauty,FOCALLURE Makeup sponge makeup tools soft and professional FA93 - Waterdrop,jakarta barat,52000,4.9,3040,1233,"agak cacat dikit spongenya, kirain pas nyampe bener2 mulus gak ada cacat nya",0,dki jakarta,5396760.0
beauty,FOCALLURE Makeup sponge makeup tools soft and professional FA93 - Waterdrop,jakarta barat,52000,4.9,3040,1233,"barang yg di datang tdk sesuai pesanan, proses komplain sangat lma dan berbelit belit",0,dki jakarta,5396760.0
beauty,FOCALLURE Makeup sponge makeup tools soft and professional FA93 - Waterdrop,jakarta barat,52000,4.9,3040,1233,Kardusnya penyot packingnya kurang aman terus katanya dpat gratis 10pc masker padahl Gak ada!,0,dki jakarta,5396760.0
beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,jakarta barat,20000,4.8,12300,5500,"salah kasih wrna, ak pesen brown yang datang grey... huhu",0,dki jakarta,5396760.0
beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,jakarta barat,20000,4.8,12300,5500,"barangnya sih bagus,,, cuma sellernya aja yg nyebelin... maksudnya pengen ganti alamat doang,,, tp malah ga bisaa",0,dki jakarta,5396760.0
beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,jakarta barat,20000,4.8,12300,5500,"Kualitas produk bgs sebenarnya, tapi sayangnya isi pensil alisnya patah2, ajukan komplain n seller mau tukarkan, tapi kan repot pembeli hrs krm balik lagi barangnya yg ga seberapa. Kalo dituker n dtg brg rusak lg kan apes, bikin kerjaan namanya. Saran aja, klo bs gnti lsg ke pembeli tanpa hrs retur2 krn nama brand ini lumayan baik n marketnya bsr. Kalo ga bs gnti stdknya kompensasi potongan hrga. Klo pembeli hrs krm balik lagi pensil alis rusak yg hrganya 10rban lebih, keknya mending ikhlaskan aja kebetulan dpet brg cacat.",0,dki jakarta,5396760.0
beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,jakarta barat,20000,4.8,12300,5500,"pesan godly grey malah datang nya lovely brown , gak teliti banget admin nya",0,dki jakarta,5396760.0
beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,jakarta barat,20000,4.8,12300,5500,ada satu yang salah dong pengirimanya gimana kurang teliti,0,dki jakarta,5396760.0
beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,jakarta barat,20000,4.8,12300,5500,"utk pencil alis nya yg matic sampai di tempat patah, free kaca ny pecah",0,dki jakarta,5396760.0
beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,jakarta barat,20000,4.8,12300,5500,"ga ngerti konsepnya gimana, pas dibuka pensilnya langsung patah gini hadeh",0,dki jakarta,5396760.0
beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,jakarta barat,20000,4.8,12300,5500,"sedih kirang pensil alis, tolong lebih teliti lagi",0,dki jakarta,5396760.0
beauty,Madame Gie Nailmoji Nude Series (Satuan) - Shimashima,jakarta barat,8000,4.8,2041,1136,Ada 1 shade yg salah kirim,0,dki jakarta,5396760.0
beauty,Madame Gie Nailmoji Nude Series (Satuan) - Shimashima,jakarta barat,8000,4.8,2041,1136,aromanya kurang enak dan terlalu menyengat,0,dki jakarta,5396760.0
beauty,Madame Gie Nailmoji Nude Series (Satuan) - Shimashima,jakarta barat,8000,4.8,2041,1136,"Kuasnya kurang bagus, terlalu tebal.",0,dki jakarta,5396760.0
beauty,Madame Gie Nailmoji Nude Series (Satuan) - Shimashima,jakarta barat,8000,4.8,2041,1136,jauh dari warna difoto,0,dki jakarta,5396760.0
beauty,Madame Gie Nailmoji Nude Series (Satuan) - Shimashima,jakarta barat,8000,4.8,2041,1136,"barang yg dikirim tdk sesuai, harusnya cat kuku, yg datangnya eyesedo",0,dki jakarta,5396760.0
beauty,Madame Gie Nailmoji Nude Series (Satuan) - Shimashima,jakarta barat,8000,4.8,2041,1136,"kecewa banget pengiriman hanya dibungkus buble wrap doang sehinga ptodak ada yg pecah , dan ada prodak yg bocor tetap dikirim ketika dikomplain disuruh kirim balik bayar ongkosnya rp 10 ribu tapi dikembalikan hanya rp 6 ribu sj , quality kontrolnya jelek , pengemasan nya seadanya sj",0,dki jakarta,5396760.0
beauty,Madame Gie Nailmoji Nude Series (Satuan) - Shimashima,jakarta barat,8000,4.8,2041,1136,barang yg dikirim tidak sesuai dengan barang yg dipesan.,0,dki jakarta,5396760.0
beauty,2IN1 KUTEK HALAL KUTEK 2 TONE KUTEK KOREA - B27,tangerang,20000,4.9,6013,1998,Tidak komunikatif. Wrn yg di pilih ga ada. Sdh chat conform minta kirim yg ada aja. Yg ga ada ga usa kirim. Malah di kirim wrn asal�.,0,banten,2905119.0
beauty,2IN1 KUTEK HALAL KUTEK 2 TONE KUTEK KOREA - B26,tangerang,20000,4.9,6013,1998,"barang dateng tidak sesuai dengan pesanan, beda warna",0,banten,2905119.0
beauty,2IN1 KUTEK HALAL KUTEK 2 TONE KUTEK KOREA - B27,tangerang,20000,4.9,6013,1998,barang tidak sesuai orderan,0,banten,2905119.0
beauty,2IN1 KUTEK HALAL KUTEK 2 TONE KUTEK KOREA - B28,tangerang,20000,4.9,6013,1998,Kuteknya bahannya gak bagus..,0,banten,2905119.0
beauty,2IN1 KUTEK HALAL KUTEK 2 TONE KUTEK KOREA - B29,tangerang,20000,4.9,6013,1998,"Cepet kelupas , br pake berapa jam doang padahal ?? mnding revlon sklian terjamin bgs",0,banten,2905119.0
beauty,2IN1 KUTEK HALAL KUTEK 2 TONE KUTEK KOREA - B30,tangerang,20000,4.9,6013,1998,"Beli 3 barang, hanya dikirim 2. Saat komplain dijanjikan barang akan dikirim yg kurangnya. Ternyata dikembalikan uang. Sangat mengecewakan. Sepertinya tidak mau rugi bayar ongkir lagi,jd barang tdk dikirim.",0,banten,2905119.0
beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,serang,125000,4.9,14000,7283,pengemasan perlu ditingkatkan,0,banten,2905119.0
beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,serang,125000,4.9,14000,7283,warnanya tdk sesuai ekspektasi,0,banten,2905119.0
beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,serang,125000,4.9,14000,7283,"ga tahan lama ternyata kalo dipake makan, masih jauh tahan lama merk sebelah",0,banten,2905119.0
beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,serang,125000,4.9,14000,7283,"maaf bukan ingin menjelekan, tp uang melayang barang tak sampai",0,banten,2905119.0
beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,serang,125000,4.9,14000,7283,"pengiriman sehari ,awalnya beli ini krn ekspektasi kaya di review youtuber yg bilang awet, ga kering, ga lengket kalo di ketup ,tapi semua itu Ga bnr , Hanya Ringan ,wrn oxidize (turun menggelap) ,makan nasi sama ayam aja udh ilang bener setengah di bibir bawah",0,banten,2905119.0
beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,serang,125000,4.9,14000,7283,warna tdk sesuai dg yg diinginkan,0,banten,2905119.0
beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,serang,125000,4.9,14000,7283,Barang yg dikirim gak sesuai promosi. Mengecewakan sekali!!!,0,banten,2905119.0
beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,serang,125000,4.9,14000,7283,sangat mengecewakan barang dikirim tidak sesuai dengan deskripsi permintaan pembeli,0,banten,2905119.0
beauty,Madame Gie Color Pop Lip Balm Fruity Series - Yuzu Lemon,jakarta barat,10000,4.8,7022,2631,sudah sampai tapi tutupnya pecah ????,0,dki jakarta,5396760.0
beauty,Madame Gie Color Pop Lip Balm Fruity Series - Yuzu Lemon,jakarta barat,10000,4.8,7022,2631,hanya dikirim tutupnya saja,0,dki jakarta,5396760.0
beauty,Madame Gie Color Pop Lip Balm Fruity Series - Yuzu Lemon,jakarta barat,10000,4.8,7022,2631,"parahhh, barang rusak retak di komplain malah urusannya sgt ribet! tidak akan beli lagi d sini",0,dki jakarta,5396760.0
beauty,Madame Gie Color Pop Lip Balm Fruity Series - Yuzu Lemon,jakarta barat,10000,4.8,7022,2631,mengecewakan barangnya yang datang,0,dki jakarta,5396760.0
beauty,MAKE OVER Trivia Eye Shadow 6 g - Eye Shadow Palette - Indian Summer,serang,95000,5.0,3447,1880,Ada shimmer ?. Packaging aman ??. Proses pesanan cepat. Packaging rapi.,1,banten,2905119.0
beauty,MAKE OVER Trivia Eye Shadow 6 g - Eye Shadow Palette - Indian Summer,serang,95000,5.0,3447,1880,Respon penjualnya top. Proses pesanan cepat. Packaging rapi. Packaging aman ??. Penjualnya ramah banget.,1,banten,2905119.0
beauty,MAKE OVER Trivia Eye Shadow 6 g - Eye Shadow Palette - Indian Summer,serang,95000,5.0,3447,1880,Ada shimmer ?. Cocok buat warm tone.,1,banten,2905119.0
beauty,MAKE OVER Trivia Eye Shadow 6 g - Eye Shadow Palette - Indian Summer,serang,95000,5.0,3447,1880,Cocok buat warm tone. Hasilnya awet. Cocok buat cool tone. Cocok di kulit kering. Cocok di kulit normal. Cocok di kulit kombinasi.,1,banten,2905119.0
beauty,L'Oreal Paris Mascara Waterproof Lash Paradise Black,tangerang selatan,169000,4.9,10400,4125,Beneran waterproof. Bulu mata jadi lentik. Proses pesanan cepat. Packaging aman ??. Nggak menggumpal. Gampang dibersihkan. Packaging rapi.,1,banten,2905119.0
beauty,L'Oreal Paris Mascara Waterproof Lash Paradise Black,tangerang selatan,169000,4.9,10400,4125,Pengiriman cepat. Pesanan sesuai. Gak ada cacat. Packing aman ????,1,banten,2905119.0
beauty,L'Oreal Paris Mascara Waterproof Lash Paradise Black,tangerang selatan,169000,4.9,10400,4125,"selalu repurchase deh buat produk ini... selain untuk bulu mata, ini juga oke banget buat ngerapihin alis akuuu dan tentunya terlihat natural yaaa",1,banten,2905119.0
beauty,L'Oreal Paris Mascara Waterproof Lash Paradise Black,tangerang selatan,169000,4.9,10400,4125,Bulu mata jadi lentik. Packaging rapi. Packaging aman ??. Proses pesanan cepat. Aplikator mudah dipakai.,1,banten,2905119.0
beauty,L'Oreal Paris Mascara Waterproof Lash Paradise Black,tangerang selatan,169000,4.9,10400,4125,"thankyou! produknya bagus banget seperti biasa, dapet bonus foundation juga dan shadenya pun cocok. tapi pengiriman agak sedikit lama.",1,banten,2905119.0
beauty,Madame Gie Silhouette Eyeliner Small (48 Jam) - Lime Green,jakarta barat,15000,4.8,5289,3346,Warnanya pekat. Penjualnya ramah banget. Desainnya lucu. Packaging aman ??. Packaging rapi. Respon penjualnya top. Proses pesanan cepat. Desainnya mewah. Aplikator mudah dipakai. Cocok di kulit kering. Cocok di kulit berminyak.,1,dki jakarta,5396760.0
beauty,Madame Gie Silhouette Eyeliner Small (48 Jam) - Lime Green,jakarta barat,15000,4.8,5289,3346,"Packaging aman ??. Packaging rapi. Desainnya lucu. Respon penjualnya top. maap fotonya burem, soalnya ss dari video unboxing ??",1,dki jakarta,5396760.0
beauty,Madame Gie Silhouette Eyeliner Small (48 Jam) - Lime Green,jakarta barat,15000,4.8,5289,3346,Cocok di kulit kering. Aplikator mudah dipakai. Packaging rapi. Packaging aman ??. Respon penjualnya top.,1,dki jakarta,5396760.0
beauty,Madame Gie Silhouette Eyeliner Small (48 Jam) - Lime Green,jakarta barat,15000,4.8,5289,3346,Warnanya pekat. Aplikator mudah dipakai. Proses pesanan cepat.,1,dki jakarta,5396760.0
beauty,Madame Gie Silhouette Eyeliner Small (48 Jam) - Lime Green,jakarta barat,15000,4.8,5289,3346,Desainnya mewah. Aplikator mudah dipakai.,1,dki jakarta,5396760.0
beauty,Madame Gie Silhouette Eyeliner Small (48 Jam) - Lime Green,jakarta barat,15000,4.8,5289,3346,Aplikator mudah dipakai. Desainnya lucu. Warnanya pekat.,1,dki jakarta,5396760.0
beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,jakarta barat,180000,4.9,9685,4608,"barangnya bagus, cuman agak berdebu aja.",1,dki jakarta,5396760.0
beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,jakarta barat,180000,4.9,9685,4608,"Barang sesuai harapan, muat banyak barang sehingga membuat meja rias lebih rapi",1,dki jakarta,5396760.0
beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,jakarta barat,180000,4.9,9685,4608,"barang sesuai, pengiriman cepat, recommended",1,dki jakarta,5396760.0
beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,jakarta barat,180000,4.9,9685,4608,makasih gun barang nya udh sampai sesuai pesanan..,1,dki jakarta,5396760.0
beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,jakarta barat,180000,4.9,9685,4608,barangny persis di gambar sesuai dg pesanan,1,dki jakarta,5396760.0
beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,jakarta barat,180000,4.9,9685,4608,barangnya cukup bagus,1,dki jakarta,5396760.0
beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,jakarta barat,180000,4.9,9685,4608,"barang sesuai pesanan, free sticker lucu, packing kurang aman, tp barang mulus no cacat tp bnyk debu ny jd harus di bersihin lg supaya bersih ??????",1,dki jakarta,5396760.0
beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,serang,120000,4.9,3055,1694,Packaging rapi. Proses pesanan cepat. Packaging aman ??. Gampang dibawa-bawa.,1,banten,2905119.0
beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,serang,120000,4.9,3055,1694,Pengiriman cepat. Pesanan sesuai. Gak ada cacat. Packing aman ????,1,banten,2905119.0
beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,serang,120000,4.9,3055,1694,Coverage-nya full � Proses pesanan cepat Packaging aman ?? Awet buat seharian ??,1,banten,2905119.0
beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,serang,120000,4.9,3055,1694,Awet buat seharian ??. Puff-nya mudah dipakai. Gampang dibawa-bawa. Makeup jadi tahan lama. Proses pesanan cepat. Packaging aman ??.,1,banten,2905119.0
beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,serang,120000,4.9,3055,1694,"Gampang dibawa-bawa, terlalu imut ukurannya",1,banten,2905119.0
beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,serang,120000,4.9,3055,1694,Gampang dibawa-bawa. Awet buat seharian ??. Proses pesanan cepat.,1,banten,2905119.0
beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,serang,120000,4.9,3055,1694,Penjualnya ramah banget Packaging aman ??,1,banten,2905119.0
beauty,Garnier Men Complete Package Mask Pack of 5,tangerang selatan,117500,4.9,4008,2165,Proses pesanan cepat.....terima kasih,1,banten,2905119.0
beauty,Garnier Men Complete Package Mask Pack of 6,tangerang selatan,117500,4.9,4008,2165,Packaging simpel. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman ??. Packaging rapi. Respon penjualnya top.,1,banten,2905119.0
beauty,Garnier Men Complete Package Mask Pack of 7,tangerang selatan,117500,4.9,4008,2165,Packaging simpel. Proses pesanan cepat. Packaging aman ??. Packaging rapi.,1,banten,2905119.0
beauty,Garnier Men Complete Package Mask Pack of 8,tangerang selatan,117500,4.9,4008,2165,Nyaman di kulit. Kulit jadi glowing ?. Penjualnya ramah banget. Packaging simpel. Packaging aman ??.,1,banten,2905119.0
beauty,Garnier Men Complete Package Mask Pack of 9,tangerang selatan,117500,4.9,4008,2165,"Pengiriman lambat, tidak sesuai jadwal, tetapi puas.",1,banten,2905119.0
beauty,Garnier Men Complete Package Mask Pack of 10,tangerang selatan,117500,4.9,4008,2165,Barang aman cuman pengiriman lama,1,banten,2905119.0
beauty,Garnier Men Complete Package Mask Pack of 11,tangerang selatan,117500,4.9,4008,2165,barang sesuai diskripsi... kulit muka jd bersih lembut d halus... rekomen bwt cowok mantabs,1,banten,2905119.0
beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper",jakarta barat,125000,4.9,4294,1869,"cepet bgt pengiriman ny , cma shari nyampee??, masker ny enak bgt d pake , mudah�an jerawat ku g muncul lgiNyaman di kulit. Proses pesanan cepat.",1,dki jakarta,5396760.0
beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper",jakarta barat,125000,4.9,4294,1869,Nyaman di kulit. Packaging simpel. Proses pesanan cepat. Packaging aman ??. Packaging rapi.,1,dki jakarta,5396760.0
beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper",jakarta barat,125000,4.9,4294,1869,Proses pesanan cepat Packaging aman ??,1,dki jakarta,5396760.0
beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper",jakarta barat,125000,4.9,4294,1869,Nyaman di kulit Proses pesanan cepat Packaging aman ?? Packaging rapi Respon penjualnya top,1,dki jakarta,5396760.0
beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper",jakarta barat,125000,4.9,4294,1869,Orderan sesuai dan packing juga aman.,1,dki jakarta,5396760.0
beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper",jakarta barat,125000,4.9,4294,1869,"barangnya bagus, tebal, dapet best deal juga kmrn. mama suka aku pun suka??",1,dki jakarta,5396760.0
beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,tangerang selatan,130000,4.9,4615,2253,puas selalu belanja disini,1,banten,2905119.0
beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,tangerang selatan,130000,4.9,4615,2253,"Cepat meresap. packaging baik tidak bocor, pengiriman jg cepat, beli karena ntn live di tokped, thanks seller",1,banten,2905119.0
beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,tangerang selatan,130000,4.9,4615,2253,baru mau nyoba varian micelar water nya .. semoga cocok kayak varian micro essence nya loreal ini .. dapat harga diskon pulak .. makin cintaaa .. pengiriman juga aman dan tepat waktu .. terimakasih tokped dan loreal ??,1,banten,2905119.0
beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,tangerang selatan,130000,4.9,4615,2253,barang udah nyampe makasih gan,1,banten,2905119.0
beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,tangerang selatan,130000,4.9,4615,2253,"Tepat waktu, harga cukup bersahabat & masih dpt bonus jg",1,banten,2905119.0
beauty,Garnier Men Acno FIght Wasabi Foam 100ml (Twin Pack),tangerang selatan,65000,4.9,6132,2354,mantap datang lengkap sesuai dengan orderan saya. dan saya puas belanja disini selama dapat cashback gede ??,1,banten,2905119.0
beauty,Garnier Men Acno FIght Wasabi Foam 100ml (Twin Pack),tangerang selatan,65000,4.9,6132,2354,"BAGUUUSSSS PACKING RAPUI, CEPAT SAMPAI, TERIMAKASIH SELLER.... SUKSES SELALUU...",1,banten,2905119.0
